wo_id,wo_description,collection,primary_code,primary_code_description,secondary_code,secondary_code_description,equipment_id,equipment_name,preventive,work_priority,actual_finish,duration,actual_labor_hours
WO263816,Cleaning and more specific Internal Cleaning related to entire chiller system,entire chiller system,MT002,Cleaning,MT002b,Internal Cleaning,CWC04014,Chiller 14,FALSE,1,4/17/16 19:30,3:00,1:00
WO305446,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04701,Chiller 1,FALSE,1,12/11/17 20:30,3:00,1:00
WO142797,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04701,Chiller 1,FALSE,1,1/16/13 19:30,3:00,1:00
WO164707,Misalignment and more specific Misalignment of Shaft related to entire chiller system,entire chiller system,M005,Misalignment,M005b,Misalignment of Shaft,CWC04014,Chiller 14,FALSE,1,7/12/13 15:30,3:00,1:00
WO373677,Cleaning and more specific Internal Cleaning related to condenser,condenser,MT002,Cleaning,MT002b,Internal Cleaning,CWC04012,Chiller 12,FALSE,2,10/1/20 19:30,3:00,1:00
WO104447,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04012,Chiller 12,TRUE,5,3/26/12 15:30,3:00,1:00
WO28885,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04014,Chiller 14,TRUE,5,10/25/10 20:38,3:00,1:00
WO286177,Leak Detection and more specific Visual Inspection related to refrigerant circuit,refrigerant circuit,MT008,Leak Detection,MT008a,Visual Inspection,CWC04014,Chiller 14,FALSE,1,3/15/17 16:30,3:00,1:00
WO16134,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04014,Chiller 14,TRUE,5,6/22/10 14:12,3:00,1:00
WO316897,Process Upset and more specific Control System Upset related to condenser,condenser,OP001,Process Upset,OP001b,Control System Upset,CWC04014,Chiller 14,FALSE,2,6/1/18 19:30,3:00,1:00
WO284127,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04012,Chiller 12,FALSE,1,2/16/17 20:30,3:00,1:00
WO178427,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04701,Chiller 1,FALSE,1,11/1/13 15:30,3:00,1:00
WO296517,Major Overhaul and more specific Chiller Overhaul related to entire chiller system,entire chiller system,M017,Major Overhaul,M017a,Chiller Overhaul,CWC04704,Chiller 4,FALSE,1,8/7/17 19:30,3:00,1:00
WO200968,Leak Detection and more specific Pressure Test related to refrigerant circuit,refrigerant circuit,MT008,Leak Detection,MT008b,Pressure Test,CWC04010,Chiller 10,FALSE,1,4/17/14 15:30,3:00,1:00
WO55298,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04013,Chiller 13,FALSE,1,3/13/11 15:00,3:00,1:00
WO234858,Cleaning and more specific External Cleaning related to entire chiller system,entire chiller system,MT002,Cleaning,MT002a,External Cleaning,CWC04006,Chiller 6,FALSE,1,4/16/15 9:00,3:00,1:00
WO398127,Cleaning and more specific Internal Cleaning related to condenser,condenser,MT002,Cleaning,MT002b,Internal Cleaning,CWC04006,Chiller 6,FALSE,2,9/16/21 19:16,3:00,1:00
WO86638,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04014,Chiller 14,FALSE,1,10/28/11 19:30,3:00,1:00
WO392787,Evaporator Leak and more specific Major Leak related to entire chiller system,entire chiller system,L003,Evaporator Leak,L003b,Major Leak,CWC04014,Chiller 14,FALSE,2,6/23/21 19:31,3:00,1:00
WO276518,Condenser Plugged and more specific Complete Plugging related to entire chiller system,entire chiller system,M013,Condenser Plugged,M013b,Complete Plugging,CWC04009,Chiller 9,FALSE,1,10/18/16 19:30,3:00,1:00
WO101828,Vibration Analysis and more specific Post-Maintenance Vibration Analysis related to entire chiller system,entire chiller system,MT013,Vibration Analysis,MT013c,Post-Maintenance Vibration Analysis,CWC04702,Chiller 2,FALSE,1,2/22/12 23:00,3:00,1:00
WO101938,Vibration Analysis and more specific Post-Maintenance Vibration Analysis related to entire chiller system,entire chiller system,MT013,Vibration Analysis,MT013c,Post-Maintenance Vibration Analysis,CWC04704,Chiller 4,FALSE,1,2/29/12 22:00,3:00,1:00
WO301188,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04703,Chiller 3,FALSE,1,10/23/17 19:30,3:00,1:00
WO293288,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04006,Chiller 6,FALSE,1,6/12/17 19:30,3:00,1:00
WO280708,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04006,Chiller 6,FALSE,1,1/4/17 17:00,3:00,1:00
WO100088,Routine Maintenance and more specific Scheduled Maintenance related to condenser,condenser,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,FALSE,1,1/28/12 3:30,3:00,1:00
WO148449,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04006,Chiller 6,FALSE,1,2/22/13 3:30,3:00,1:00
WO58460,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04014,Chiller 14,FALSE,1,3/31/11 15:30,3:00,1:00
WO279268,Cleaning and more specific Internal Cleaning related to entire chiller system,entire chiller system,MT002,Cleaning,MT002b,Internal Cleaning,CWC04007,Chiller 7,FALSE,1,12/2/16 20:30,3:00,1:00
WO207259,Cleaning and more specific Internal Cleaning related to condenser,condenser,MT002,Cleaning,MT002b,Internal Cleaning,CWC04006,Chiller 6,FALSE,1,6/4/14 15:30,3:00,1:00
WO321358,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04013,Chiller 13,FALSE,1,7/26/18 19:30,3:00,1:00
WO43399,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04013,Chiller 13,FALSE,1,12/5/10 15:30,3:00,1:00
WO43369,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04007,Chiller 7,FALSE,1,12/6/10 15:30,3:00,1:00
WO58459,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04014,Chiller 14,FALSE,1,4/1/11 15:30,3:00,1:00
WO97169,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04702,Chiller 2,FALSE,1,1/31/12 14:12,3:00,1:00
WO66429,Refrigerant Leak and more specific Large Leak related to refrigerant circuit,refrigerant circuit,L001,Refrigerant Leak,L001b,Large Leak,CWC04701,Chiller 1,FALSE,1,5/26/11 19:30,3:00,1:00
WO373678,Leak Detection and more specific Visual Inspection related to refrigerant circuit,refrigerant circuit,MT008,Leak Detection,MT008a,Visual Inspection,CWC04013,Chiller 13,FALSE,2,10/1/20 19:30,3:00,1:00
WO121399,Cleaning and more specific Internal Cleaning related to condenser,condenser,MT002,Cleaning,MT002b,Internal Cleaning,CWC04009,Chiller 9,FALSE,1,7/26/12 15:30,3:00,1:00
WO314469,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04007,Chiller 7,FALSE,1,4/6/18 19:30,3:00,1:00
WO382048,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04014,Chiller 14,FALSE,1,1/29/21 17:30,3:00,1:00
WO231489,Cleaning and more specific Internal Cleaning related to condenser,condenser,MT002,Cleaning,MT002b,Internal Cleaning,CWC04006,Chiller 6,FALSE,1,3/12/15 18:30,3:00,1:00
WO47680,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04012,Chiller 12,FALSE,1,12/8/10 15:30,3:00,1:00
WO400509,Lubrication and more specific Lubrication of Bearings related to compressor,compressor,MT003,Lubrication,MT003a,Lubrication of Bearings,CWC04009,Chiller 9,FALSE,2,10/22/21 19:37,3:00,1:00
WO43370,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04013,Chiller 13,FALSE,1,12/5/10 15:30,3:00,1:00
WO396099,Cleaning and more specific Internal Cleaning related to entire chiller system,entire chiller system,MT002,Cleaning,MT002b,Internal Cleaning,CWC04012,Chiller 12,FALSE,1,8/18/21 18:16,3:00,1:00
WO283199,Cleaning and more specific Internal Cleaning related to entire chiller system,entire chiller system,MT002,Cleaning,MT002b,Internal Cleaning,CWC04704,Chiller 4,FALSE,1,1/23/17 20:30,3:00,1:00
WO264019,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04701,Chiller 1,FALSE,1,4/25/16 19:30,3:00,1:00
WO283200,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04704,Chiller 4,FALSE,1,1/21/17 20:30,3:00,1:00
WO279270,Condenser Plugged and more specific Complete Plugging related to condenser,condenser,M013,Condenser Plugged,M013b,Complete Plugging,CWC04006,Chiller 6,FALSE,1,12/1/16 20:30,3:00,1:00
WO237310,Lubrication and more specific Lubrication of Bearings related to compressor,compressor,MT003,Lubrication,MT003a,Lubrication of Bearings,CWC04014,Chiller 14,FALSE,1,5/27/15 15:30,3:00,1:00
WO279269,Condenser Plugged and more specific Complete Plugging related to condenser,condenser,M013,Condenser Plugged,M013b,Complete Plugging,CWC04009,Chiller 9,FALSE,1,12/1/16 20:30,3:00,1:00
WO212530,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04009,Chiller 9,FALSE,1,7/24/14 3:30,3:00,1:00
WO287789,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04012,Chiller 12,FALSE,1,4/6/17 21:30,3:00,1:00
WO281029,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04006,Chiller 6,FALSE,1,1/4/17 20:30,3:00,1:00
WO167200,Vibration Analysis and more specific Post-Maintenance Vibration Analysis related to entire chiller system,entire chiller system,MT013,Vibration Analysis,MT013c,Post-Maintenance Vibration Analysis,CWC04010,Chiller 10,FALSE,1,8/22/13 15:00,3:00,1:00
WO108840,Control System Malfunction and more specific Control Loop Failure related to pressure monitoring and control components,pressure monitoring and control components,CS005,Control System Malfunction,CS005a,Control Loop Failure,CWC04007,Chiller 7,FALSE,1,3/29/12 15:30,3:00,1:00
WO300559,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04012,Chiller 12,FALSE,1,10/6/17 19:30,3:00,1:00
WO93580,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04012,Chiller 12,FALSE,1,12/5/11 15:30,3:00,1:00
WO93640,Leak Detection and more specific Pressure Test related to refrigerant circuit,refrigerant circuit,MT008,Leak Detection,MT008b,Pressure Test,CWC04703,Chiller 3,FALSE,1,12/20/11 3:30,3:00,1:00
WO293280,Condenser Plugged and more specific Complete Plugging related to condenser,condenser,M013,Condenser Plugged,M013b,Complete Plugging,CWC04006,Chiller 6,FALSE,1,6/14/17 19:30,3:00,1:00
WO96080,Vibration Analysis and more specific Post-Maintenance Vibration Analysis related to entire chiller system,entire chiller system,MT013,Vibration Analysis,MT013c,Post-Maintenance Vibration Analysis,CWC04704,Chiller 4,FALSE,1,1/24/12 18:30,3:00,1:00
WO293260,Major Overhaul and more specific Chiller Overhaul related to entire chiller system,entire chiller system,M017,Major Overhaul,M017a,Chiller Overhaul,CWC04009,Chiller 9,FALSE,1,6/16/17 19:30,3:00,1:00
WO314470,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04013,Chiller 13,FALSE,1,4/5/18 19:30,3:00,1:00
WO144350,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04012,Chiller 12,FALSE,1,1/1/13 15:30,3:00,1:00
WO288200,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04012,Chiller 12,FALSE,1,4/12/17 19:30,3:00,1:00
WO311530,Refrigerant Transfer and more specific Transfer to Another Unit related to entire chiller system,entire chiller system,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04014,Chiller 14,FALSE,1,3/15/18 19:30,3:00,1:00
WO306920,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04014,Chiller 14,FALSE,1,1/4/18 20:30,3:00,1:00
WO123840,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04701,Chiller 1,FALSE,1,8/25/12 19:30,3:00,1:00
WO300570,Leak Detection and more specific Visual Inspection related to refrigerant circuit,refrigerant circuit,MT008,Leak Detection,MT008a,Visual Inspection,CWC04014,Chiller 14,FALSE,1,10/11/17 19:30,3:00,1:00
WO306900,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,FALSE,1,1/3/18 20:30,3:00,1:00
WO285180,Leak Detection and more specific Visual Inspection related to refrigerant circuit,refrigerant circuit,MT008,Leak Detection,MT008a,Visual Inspection,CWC04014,Chiller 14,FALSE,1,3/1/17 20:30,3:00,1:00
WO299060,Cleaning and more specific Internal Cleaning related to condenser,condenser,MT002,Cleaning,MT002b,Internal Cleaning,CWC04006,Chiller 6,FALSE,1,9/15/17 19:30,3:00,1:00
WO284140,Condenser Plugged and more specific Complete Plugging related to condenser,condenser,M013,Condenser Plugged,M013b,Complete Plugging,CWC04006,Chiller 6,FALSE,1,2/10/17 20:30,3:00,1:00
WO199751,Control System Malfunction and more specific Control Loop Failure related to entire chiller system,entire chiller system,CS005,Control System Malfunction,CS005a,Control Loop Failure,CWC04009,Chiller 9,FALSE,1,4/15/14 10:30,3:00,1:00
WO287190,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,FALSE,1,3/26/17 19:30,3:00,1:00
WO64011,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04704,Chiller 4,FALSE,1,4/29/11 15:30,3:00,1:00
WO205441,Control System Malfunction and more specific Control Loop Failure related to control system,control system,CS005,Control System Malfunction,CS005a,Control Loop Failure,CWC04010,Chiller 10,FALSE,1,5/28/14 15:30,3:00,1:00
WO39871,Leak Detection and more specific Pressure Test related to refrigerant circuit,refrigerant circuit,MT008,Leak Detection,MT008b,Pressure Test,CWC04701,Chiller 1,FALSE,1,10/6/10 15:30,3:00,1:00
WO56281,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04012,Chiller 12,FALSE,1,3/14/11 15:30,3:00,1:00
WO102701,Cleaning and more specific Internal Cleaning related to refrigerant circuit,refrigerant circuit,MT002,Cleaning,MT002b,Internal Cleaning,CWC04006,Chiller 6,FALSE,1,3/1/12 15:30,3:00,1:00
WO106991,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04014,Chiller 14,FALSE,1,3/7/12 15:30,3:00,1:00
WO93641,Control System Malfunction and more specific Control Loop Failure related to entire chiller system,entire chiller system,CS005,Control System Malfunction,CS005a,Control Loop Failure,CWC04703,Chiller 3,FALSE,1,12/22/11 3:30,3:00,1:00
WO95201,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04010,Chiller 10,FALSE,1,12/29/11 15:30,3:00,1:00
WO97031,Routine Maintenance and more specific Scheduled Maintenance related to condenser,condenser,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04009,Chiller 9,FALSE,1,1/3/12 16:00,3:00,1:00
WO114851,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04010,Chiller 10,FALSE,1,5/30/12 15:30,3:00,1:00
WO158581,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04007,Chiller 7,FALSE,1,5/29/13 15:30,3:00,1:00
WO157651,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04013,Chiller 13,FALSE,1,5/8/13 15:30,3:00,1:00
WO381160,Routine Maintenance and more specific Scheduled Maintenance related to condenser,condenser,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,FALSE,1,1/15/21 20:30,3:00,1:00
WO149471,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04012,Chiller 12,FALSE,1,3/13/13 3:30,3:00,1:00
WO174041,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04009,Chiller 9,FALSE,1,10/2/13 15:30,3:00,1:00
WO298051,Control System Malfunction and more specific Control Loop Failure related to entire chiller system,entire chiller system,CS005,Control System Malfunction,CS005a,Control Loop Failure,CWC04012,Chiller 12,FALSE,1,9/7/17 19:30,3:00,1:00
WO49522,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04010,Chiller 10,FALSE,1,1/21/11 15:30,3:00,1:00
WO296161,Condenser Plugged and more specific Complete Plugging related to condenser,condenser,M013,Condenser Plugged,M013b,Complete Plugging,CWC04007,Chiller 7,FALSE,1,8/2/17 19:30,3:00,1:00
WO56282,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04012,Chiller 12,FALSE,1,3/15/11 15:30,3:00,1:00
WO290041,Head Operations and more specific Reinstall Heads related to entire chiller system,entire chiller system,M020,Head Operations,M020b,Reinstall Heads,CWC04009,Chiller 9,FALSE,1,5/9/17 22:30,3:00,1:00
WO291121,Cleaning and more specific Internal Cleaning related to condenser,condenser,MT002,Cleaning,MT002b,Internal Cleaning,CWC04006,Chiller 6,FALSE,1,5/30/17 19:30,3:00,1:00
WO136442,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04704,Chiller 4,FALSE,1,11/14/12 15:30,3:00,1:00
WO285711,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04012,Chiller 12,FALSE,1,3/4/17 20:30,3:00,1:00
WO277421,Control System Malfunction and more specific Control Loop Failure related to entire chiller system,entire chiller system,CS005,Control System Malfunction,CS005a,Control Loop Failure,CWC04704,Chiller 4,FALSE,1,10/31/16 19:30,3:00,1:00
WO54102,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04014,Chiller 14,FALSE,1,2/28/11 15:30,3:00,1:00
WO310492,Evaporator Leak and more specific Major Leak related to entire chiller system,entire chiller system,L003,Evaporator Leak,L003b,Major Leak,CWC04009,Chiller 9,FALSE,1,2/23/18 20:30,3:00,1:00
WO299742,Lubrication and more specific Lubrication of Bearings related to motor,motor,MT003,Lubrication,MT003a,Lubrication of Bearings,CWC04007,Chiller 7,FALSE,1,9/25/17 19:30,3:00,1:00
WO100092,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04702,Chiller 2,FALSE,1,1/24/12 15:30,3:00,1:00
WO100102,Head Operations and more specific Reinstall Heads related to condenser,condenser,M020,Head Operations,M020b,Reinstall Heads,CWC04012,Chiller 12,FALSE,1,1/27/12 15:30,3:00,1:00
WO303962,Leak Detection and more specific Visual Inspection related to refrigerant circuit,refrigerant circuit,MT008,Leak Detection,MT008a,Visual Inspection,CWC04014,Chiller 14,FALSE,1,11/30/17 20:30,3:00,1:00
WO279272,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04704,Chiller 4,FALSE,1,11/30/16 18:00,3:00,1:00
WO234842,Condenser Plugged and more specific Complete Plugging related to condenser,condenser,M013,Condenser Plugged,M013b,Complete Plugging,CWC04007,Chiller 7,FALSE,1,4/22/15 18:30,3:00,1:00
WO392402,Leak Detection and more specific Pressure Test related to refrigerant circuit,refrigerant circuit,MT008,Leak Detection,MT008b,Pressure Test,CWC04014,Chiller 14,FALSE,1,6/18/21 15:00,3:00,1:00
WO287162,Head Operations and more specific Reinstall Heads related to condenser,condenser,M020,Head Operations,M020b,Reinstall Heads,CWC04014,Chiller 14,FALSE,1,3/28/17 19:30,3:00,1:00
WO273352,Sensor Failure and more specific Temperature Sensor Failure related to refrigerant circuit,refrigerant circuit,CS002,Sensor Failure,CS002a,Temperature Sensor Failure,CWC04007,Chiller 7,FALSE,1,8/25/16 19:30,3:00,1:00
WO233552,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04007,Chiller 7,FALSE,1,4/6/15 15:30,3:00,1:00
WO212532,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04006,Chiller 6,FALSE,1,7/25/14 3:30,3:00,1:00
WO157653,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04014,Chiller 14,FALSE,1,5/6/13 15:30,3:00,1:00
WO284143,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04014,Chiller 14,FALSE,1,2/1/17 20:30,3:00,1:00
WO301163,Refrigerant Leak and more specific Small Leak related to refrigerant circuit,refrigerant circuit,L001,Refrigerant Leak,L001a,Small Leak,CWC04703,Chiller 3,FALSE,1,10/19/17 19:30,3:00,1:00
WO319062,Sensor Failure and more specific Temperature Sensor Failure related to control system,control system,CS002,Sensor Failure,CS002a,Temperature Sensor Failure,CWC04007,Chiller 7,FALSE,2,8/1/18 16:26,3:00,1:00
WO225992,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04006,Chiller 6,FALSE,1,12/17/14 15:30,3:00,1:00
WO318062,Refrigerant Addition and more specific Large Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004b,Large Amount,CWC04013,Chiller 13,FALSE,1,6/13/18 23:30,3:00,1:00
WO205443,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04006,Chiller 6,FALSE,1,5/28/14 15:30,3:00,1:00
WO228692,Cleaning and more specific Internal Cleaning related to entire chiller system,entire chiller system,MT002,Cleaning,MT002b,Internal Cleaning,CWC04014,Chiller 14,FALSE,1,2/2/15 15:00,3:00,1:00
WO59393,Routine Maintenance and more specific Unscheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001b,Unscheduled Maintenance,CWC04012,Chiller 12,FALSE,1,4/15/11 15:30,3:00,1:00
WO321353,Condenser Tube Leak and more specific Minor Leak related to evaporator,evaporator,M014,Condenser Tube Leak,M014a,Minor Leak,CWC04013,Chiller 13,FALSE,2,7/27/18 19:30,3:00,1:00
WO406692,Control System Malfunction and more specific Control Loop Failure related to cooling tower,cooling tower,CS005,Control System Malfunction,CS005a,Control Loop Failure,CWC04703,Chiller 3,FALSE,2,2/11/22 20:30,3:00,1:00
WO394592,Lubrication and more specific Lubrication of Bearings related to compressor,compressor,MT003,Lubrication,MT003a,Lubrication of Bearings,CWC04704,Chiller 4,FALSE,2,7/27/21 19:30,3:00,1:00
WO232203,Cleaning and more specific Internal Cleaning related to condenser,condenser,MT002,Cleaning,MT002b,Internal Cleaning,CWC04006,Chiller 6,FALSE,1,3/24/15 10:30,3:00,1:00
WO237313,Lubrication and more specific Lubrication of Bearings related to motor,motor,MT003,Lubrication,MT003a,Lubrication of Bearings,CWC04009,Chiller 9,FALSE,1,5/31/15 15:30,3:00,1:00
WO110163,Refrigerant Transfer and more specific Transfer to Another Unit related to refrigerant circuit,refrigerant circuit,MT009,Refrigerant Transfer,MT009b,Transfer to Another Unit,CWC04014,Chiller 14,FALSE,1,4/10/12 15:30,3:00,1:00
WO108853,Cleaning and more specific Internal Cleaning related to entire chiller system,entire chiller system,MT002,Cleaning,MT002b,Internal Cleaning,CWC04009,Chiller 9,FALSE,1,3/29/12 15:30,3:00,1:00
WO400112,Cleaning and more specific Internal Cleaning related to entire chiller system,entire chiller system,MT002,Cleaning,MT002b,Internal Cleaning,CWC04012,Chiller 12,FALSE,2,10/8/21 14:00,3:00,1:00
