event_id,event_group,event_category,event_type,description,equipment_id,equipment_name,event_time,note
WO116926,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2012-07-20 08:00:00,
WO123903,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2012-08-08 15:30:00,
WO123918,WORK_ORDER,CM,CS005,Control System Malfunction,CWC04006,Chiller 6,2012-08-15 15:30:00,
WO121982,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2012-08-20 15:30:00,
WO121727,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2012-08-27 15:30:00,
WO125667,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2012-09-29 15:30:00,
WO128715,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2012-10-25 15:30:00,
WO133530,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2012-11-23 08:00:00,
WO131882,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2012-12-04 15:30:00,
WO136560,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2012-12-20 15:30:00,
WO140921,WORK_ORDER,CM,M016,Draining Operations,CWC04006,Chiller 6,2012-12-22 05:30:00,
WO140163,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-02-14 15:30:00,
WO142319,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-02-15 08:00:00,
WO142317,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-02-15 09:00:00,
WO142321,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-02-18 12:30:00,
WO148449,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-02-22 03:30:00,
WO143189,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-02-22 15:30:00,
WO143709,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-03-05 15:30:00,
WO146967,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-03-18 09:00:00,
WO148291,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2013-03-25 15:30:00,
WO152151,WORK_ORDER,CM,MT013,Vibration Analysis,CWC04006,Chiller 6,2013-04-19 19:30:00,
WO150539,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-04-22 08:00:00,
WO146621,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2013-04-24 14:36:00,
WO152923,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2013-05-13 17:00:00,
WO155337,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-05-23 08:00:00,
WO158221,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-06-12 15:30:00,
WO159732,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2013-06-28 09:30:00,
WO164965,WORK_ORDER,CM,M016,Draining Operations,CWC04006,Chiller 6,2013-07-18 07:00:00,
WO162680,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-07-19 15:30:00,
WO169456,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-08-07 15:30:00,
WO167196,WORK_ORDER,CM,MT013,Vibration Analysis,CWC04006,Chiller 6,2013-08-22 14:30:00,
WO166790,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-08-23 15:30:00,
WO174049,WORK_ORDER,CM,CS005,Control System Malfunction,CWC04006,Chiller 6,2013-09-01 15:30:00,
WO168621,WORK_ORDER,PM,MT014,Filter Replacement,CWC04006,Chiller 6,2013-09-03 15:30:00,
WO166997,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2013-09-07 07:30:00,
WO169692,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-09-16 15:30:00,
WO171029,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2013-09-27 13:00:00,
WO171877,WORK_ORDER,PM,MT014,Filter Replacement,CWC04006,Chiller 6,2013-10-02 15:30:00,
WO174216,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-10-22 15:30:00,
WO176720,WORK_ORDER,PM,MT014,Filter Replacement,CWC04006,Chiller 6,2013-11-05 15:30:00,
WO178496,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-11-18 15:30:00,
WO181690,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2013-12-21 15:30:00,
WO188806,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-01-15 15:30:00,
WO186359,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-01-21 15:30:00,
WO190188,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-02-11 15:30:00,
WO190827,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-02-19 15:30:00,
WO189130,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-02-21 09:00:00,
WO189128,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-02-22 15:30:00,
WO189126,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-02-26 15:30:00,
WO193443,WORK_ORDER,PM,MT014,Filter Replacement,CWC04006,Chiller 6,2014-03-04 15:30:00,
WO198549,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2014-03-18 15:30:00,
WO195035,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-03-18 15:30:00,
WO198546,WORK_ORDER,CM,M017,Major Overhaul,CWC04006,Chiller 6,2014-03-24 15:30:00,
WO197294,WORK_ORDER,PM,MT014,Filter Replacement,CWC04006,Chiller 6,2014-03-31 15:30:00,
WO200810,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-04-17 15:30:00,
WO198920,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-04-24 15:30:00,
WO198386,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2014-05-12 15:30:00,
WO202245,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-05-23 15:30:00,
WO205443,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-05-28 15:30:00,
WO207259,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2014-06-04 15:30:00,
WO207361,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-06-13 15:30:00,
WO205049,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-06-19 15:30:00,
WO207336,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2014-06-19 15:30:00,
WO205740,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2014-06-27 13:30:00,
WO209438,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-07-10 15:30:00,
WO212532,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-07-25 03:30:00,
WO208035,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-07-29 15:30:00,
WO211001,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-08-27 09:00:00,
WO211107,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2014-09-04 15:30:00,
WO213334,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-09-16 15:30:00,
WO214127,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2014-09-30 13:30:00,
WO216625,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-10-21 15:30:00,
WO218390,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2014-11-03 15:30:00,
WO219567,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-11-19 15:30:00,
WO225992,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04006,Chiller 6,2014-12-17 15:30:00,
WO222071,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2014-12-18 15:30:00,
WO224826,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-01-21 15:30:00,
WO227060,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-02-16 15:30:00,
WO226210,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-02-17 13:29:00,
WO226211,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-02-18 09:36:00,
WO227681,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-02-20 15:30:00,
WO229846,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2015-02-25 15:30:00,
WO231489,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2015-03-12 18:30:00,
WO230249,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-03-17 19:30:00,
WO230889,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2015-03-23 19:30:00,
WO232203,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2015-03-24 10:30:00,
WO234858,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2015-04-16 09:00:00,
WO232531,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-04-28 15:30:00,
WO232004,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2015-04-28 15:30:00,
WO234920,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-05-21 15:30:00,
WO237315,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2015-05-26 15:30:00,
WO236898,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-06-15 15:30:00,
WO238257,WORK_ORDER,CM,M013,Condenser Plugged,CWC04006,Chiller 6,2015-06-19 15:30:00,
WO237651,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2015-06-30 12:00:00,
WO239366,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-07-23 15:30:00,
WO241281,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-08-18 15:30:00,
WO241373,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2015-08-22 15:30:00,
WO243570,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-09-19 19:30:00,
WO244406,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2015-09-28 10:00:00,
WO246338,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-10-22 18:30:00,
WO247571,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2015-11-06 15:00:00,
WO248609,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2015-11-17 14:00:00,
WO251118,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-01-05 15:00:00,
WO253148,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-01-21 00:00:00,
WO245628,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-01-29 15:00:00,
WO254582,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-02-09 17:49:00,
WO256048,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-02-17 20:00:00,
WO255988,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-02-18 14:00:00,
WO254583,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-02-18 15:42:00,
WO259211,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-03-21 13:00:00,
WO259852,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2016-04-05 16:45:00,
WO263818,WORK_ORDER,CM,CS005,Control System Malfunction,CWC04006,Chiller 6,2016-04-17 19:30:00,
WO261652,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-04-27 21:27:00,
WO261311,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2016-05-01 13:00:00,
WO264047,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-05-18 16:40:00,
WO267462,WORK_ORDER,CM,MT003,Lubrication,CWC04006,Chiller 6,2016-06-09 19:30:00,
WO266626,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-06-23 16:52:00,
WO267236,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2016-07-04 06:45:00,
WO268659,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-07-31 15:25:00,
WO270607,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-08-15 17:52:00,
WO270691,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2016-08-22 13:30:00,
WO273026,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-09-20 18:06:00,
WO273722,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2016-10-04 16:00:00,
WO275069,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-10-20 13:00:00,
WO276162,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2016-11-03 18:05:00,
WO277077,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-11-16 18:00:00,
WO279270,WORK_ORDER,CM,M013,Condenser Plugged,CWC04006,Chiller 6,2016-12-01 20:30:00,
WO274285,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-12-21 15:30:00,
WO279364,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2016-12-23 14:45:00,
WO280708,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04006,Chiller 6,2017-01-04 17:00:00,
WO281029,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04006,Chiller 6,2017-01-04 20:30:00,
WO282024,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04006,Chiller 6,2017-01-05 20:30:00,
WO281200,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-01-27 18:03:00,
WO284140,WORK_ORDER,CM,M013,Condenser Plugged,CWC04006,Chiller 6,2017-02-10 20:30:00,
WO284139,WORK_ORDER,CM,MT008,Leak Detection,CWC04006,Chiller 6,2017-02-11 20:30:00,
WO284135,WORK_ORDER,CM,MT008,Leak Detection,CWC04006,Chiller 6,2017-02-12 20:30:00,
WO283421,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-02-15 18:26:00,
WO284195,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04006,Chiller 6,2017-02-15 20:30:00,
WO282855,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-02-20 16:01:00,
WO282856,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-02-20 19:17:00,
WO283376,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-02-27 18:16:00,
WO285808,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-03-23 18:12:00,
WO286432,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2017-03-31 14:02:00,
WO287779,WORK_ORDER,CM,OP001,Process Upset,CWC04006,Chiller 6,2017-04-08 19:30:00,
WO287796,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-04-21 16:46:00,
WO287507,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2017-04-27 19:30:00,
WO289536,WORK_ORDER,CM,MT003,Lubrication,CWC04006,Chiller 6,2017-05-02 21:30:00,
WO290049,WORK_ORDER,CM,MT008,Leak Detection,CWC04006,Chiller 6,2017-05-04 19:30:00,
WO289647,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-05-22 14:32:00,
WO291120,WORK_ORDER,CM,CS002,Sensor Failure,CWC04006,Chiller 6,2017-05-27 19:30:00,
WO291121,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2017-05-30 19:30:00,
WO291438,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2017-05-31 19:30:00,
WO293288,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04006,Chiller 6,2017-06-12 19:30:00,
WO293280,WORK_ORDER,CM,M013,Condenser Plugged,CWC04006,Chiller 6,2017-06-14 19:30:00,
WO292046,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-06-23 15:11:00,
WO292653,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2017-07-14 12:00:00,
WO296150,WORK_ORDER,CM,M013,Condenser Plugged,CWC04006,Chiller 6,2017-07-15 19:30:00,
WO293855,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-07-24 16:46:00,
WO297033,WORK_ORDER,CM,MT003,Lubrication,CWC04006,Chiller 6,2017-08-16 19:30:00,
WO296190,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-09-01 15:55:00,
WO299060,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2017-09-15 19:30:00,
WO299743,WORK_ORDER,CM,M005,Misalignment,CWC04006,Chiller 6,2017-09-25 19:30:00,
WO299779,WORK_ORDER,CM,MT002,Cleaning,CWC04006,Chiller 6,2017-09-25 19:30:00,
WO299760,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04006,Chiller 6,2017-09-27 19:30:00,
WO298228,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-10-03 18:26:00,
WO301165,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04006,Chiller 6,2017-10-10 19:30:00,
WO301175,WORK_ORDER,CM,MT003,Lubrication,CWC04006,Chiller 6,2017-10-25 19:30:00,
WO300247,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-11-10 01:00:00,
WO302070,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2017-11-28 19:02:00,
WO296253,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2017-11-29 20:26:00,
WO302913,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2017-12-02 17:09:00,
WO305991,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-01-24 18:36:00,
WO309074,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-03-09 18:02:00,
WO308213,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-03-10 19:30:00,
WO308212,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-03-10 20:30:00,
WO308740,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-03-12 12:17:00,
WO299379,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-03-13 15:30:00,
WO311659,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2018-03-27 13:07:00,
WO311151,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-04-09 14:52:00,
WO314466,WORK_ORDER,CM,MT004,Refrigerant Addition,CWC04006,Chiller 6,2018-04-09 19:30:00,
WO312522,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2018-04-17 19:00:00,
WO313261,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-05-11 20:43:00,
WO315748,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-06-25 20:08:00,
WO319574,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04006,Chiller 6,2018-06-26 19:30:00,
WO319618,WORK_ORDER,CM,M013,Condenser Plugged,CWC04006,Chiller 6,2018-07-12 19:30:00,
WO317766,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2018-07-16 19:00:00,
WO321359,WORK_ORDER,CM,MT003,Lubrication,CWC04006,Chiller 6,2018-07-26 19:30:00,
WO321899,WORK_ORDER,CM,M013,Condenser Plugged,CWC04006,Chiller 6,2018-08-13 19:30:00,
WO318091,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-08-27 19:06:00,
WO322677,WORK_ORDER,CM,M013,Condenser Plugged,CWC04006,Chiller 6,2018-09-05 19:30:00,
WO320888,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2018-09-20 12:04:00,
WO320140,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-09-22 14:49:00,
WO323269,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2018-09-26 19:00:00,
WO324401,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-11-16 16:30:00,
WO326318,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-11-28 19:00:00,
WO322324,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2018-12-05 14:00:00,
WO327206,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2018-12-14 14:15:00,
al_6427851d-cb16-4cb2-9dc0-229e89f92fb9,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-04 00:00:00,
al_ac3f1903-2e8e-4c8b-8de0-5dcaca0d120e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-04 00:00:00,
al_7057f3bf-c713-444b-a95b-94a9c01a2d83,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-05 00:00:00,
al_f2f82314-701f-46fb-997f-27d3e88448f0,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-05 00:00:00,
al_3c54eb86-32ee-44ad-92eb-d7978fe34236,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-06 00:00:00,
al_534d221c-ffe5-436b-8737-ffa3b5535614,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-06 00:00:00,
al_f8a9e612-acd4-4f54-a688-477b274a829a,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-07 00:00:00,
al_d7384d33-2946-42d1-8ad3-e9770626911d,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-07 00:00:00,
al_0ff09ef6-4e5a-42ae-8cc8-93b19ff1b56a,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-08 00:00:00,
al_10ae48a2-0e75-4873-945e-47597c84e88e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-08 00:00:00,
WO328577,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04006,Chiller 6,2019-01-08 18:30:00,
al_1cc8ac8e-70f1-404a-aabb-903c3162e301,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-09 00:00:00,
al_8a687462-1886-4bac-8a75-3c731bff9a12,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-09 12:00:00,
al_e39fdcf1-f343-4866-8b2e-bb02cef04dcc,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-10 00:00:00,
al_5a6e2b61-87e2-41fd-91a8-82e2244b3a9e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-10 00:00:00,
al_b940d046-dc8d-468e-b6da-f7776b8b1f52,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-11 00:00:00,
al_6e871e6e-4699-4ef6-8e7c-c33a1593ee7d,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-11 00:00:00,
al_43ac7947-3c64-41e0-b0c9-ef944f3a5902,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-12 00:00:00,
al_4b5dfb21-b8b6-4cae-8c76-a998d7ff3df0,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-12 00:00:00,
al_0735bfee-cfe9-434f-ab82-33ac9031bd3f,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-13 00:00:00,
al_f095ad7c-dca8-4c72-8649-baed65cfc6c5,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-13 00:00:00,
al_75384aba-f32d-4c33-ae39-b2287cee269b,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-14 00:00:00,
al_de24e5fe-4f58-4d3f-a653-f137fbcb90c2,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-14 00:00:00,
al_ab804600-bfef-4543-9ea6-515c0615863a,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-15 00:00:00,
al_82023804-4412-4fa6-b3be-249d8a329f57,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-15 00:00:00,
al_776009c8-78c5-4373-8f40-39ad18048dbd,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-16 00:00:00,
al_9b365c27-e60d-4948-97ea-68bb64449913,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-16 00:00:00,
al_909de86d-0c35-47a9-97d9-05022dc1a5de,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-17 00:00:00,
al_3b48d201-278b-46cd-8271-7979b5cab429,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-17 00:00:00,
al_8c00d912-890d-418e-885a-137c0131f129,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-18 00:00:00,
al_432f815a-75c8-4471-8530-c7c7bd36386d,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-18 00:00:00,
